Passenger ID,First Name,Last Name,Gender,Age,Nationality,Airport Name,Airport Country Code,Country Name,Airport Continent,Continents,Departure Date,Arrival Airport,Pilot Name,Flight Status
70776,Keri,O'Dea,Female,69,China,Moyale Airport,ET,Ethiopia,AF,Africa,3/19/2022,MYS,Keri O'Dea,On Time
84156,Correy,Aldrin,Male,80,China,Agostinho Neto Airport,CV,Cabo Verde,AF,Africa,8/5/2022,NTO,Correy Aldrin,Cancelled
62620,Rachael,Kersley,Female,57,Croatia,Linz Hörsching Airport,AT,Austria,EU,Europe,7/29/2022,LNZ,Rachael Kersley,Cancelled
13547,Gibb,Snoddy,Male,48,Croatia,Kaunas International Airport,LT,Lithuania,EU,Europe,6/7/2022,KUN,Gibb Snoddy,Cancelled
16950,Harper,Mullenger,Male,28,Indonesia,Sandstone Airport,AU,Australia,OC,Oceania,1/3/2022,NDS,Harper Mullenger,Delayed
41319,Georgie,Kilcullen,Male,68,Yemen,Springdale Municipal Airport,US,United States,NAM,North America,10/11/2022,SPZ,Georgie Kilcullen,Cancelled
99611,Hayes,Martinson,Male,5,United States,Reading Regional Carl A Spaatz Field,US,United States,NAM,North America,6/25/2022,RDG,Hayes Martinson,Cancelled
89987,Gwenore,Liles,Female,72,Portugal,Hazyview Airport,ZA,South Africa,AF,Africa,1/17/2022,HZV,Gwenore Liles,Cancelled
39926,Adara,Kydde,Female,61,Armenia,Oslo Gardermoen Airport,NO,Norway,EU,Europe,6/20/2022,OSL,Adara Kydde,On Time
15318,Olva,Broszkiewicz,Female,44,Indonesia,Persian Gulf International Airport,IR,"Iran, Islamic Republic of",AS,Asia,10/25/2022,PGU,Olva Broszkiewicz,Delayed
25089,Nathalie,McUre,Female,73,Somalia,Sullivan Bay Seaplane Base,CA,Canada,NAM,North America,1/31/2022,YTG,Nathalie McUre,On Time
97024,Willabella,Chellenham,Female,52,Poland,Kosipe Airport,PG,Papua New Guinea,OC,Oceania,11/24/2022,KSP,Willabella Chellenham,On Time
30953,Royal,Crayk,Male,41,Honduras,Rif Airport,IS,Iceland,EU,Europe,9/21/2022,OLI,Royal Crayk,Delayed
27137,Alonso,Cardenosa,Male,58,Peru,Spichenkovo Airport,RU,Russian Federation,EU,Europe,1/29/2022,NOZ,Alonso Cardenosa,On Time
78745,Kayne,Kilpatrick,Male,68,Iran,Clinton Regional Airport,US,United States,NAM,North America,8/4/2022,CLK,Kayne Kilpatrick,Cancelled
41786,Thatcher,Oldland,Male,26,Indonesia,Zonalnoye Airport,RU,Russian Federation,AS,Asia,4/25/2022,ZZO,Thatcher Oldland,Delayed
52613,Sara,Arrigucci,Female,87,Argentina,Bella Yella Airport,LR,Liberia,AF,Africa,5/10/2022,BYL,Sara Arrigucci,Cancelled
14201,Guglielmo,Lerer,Male,26,Colombia,Ibo Airport,MZ,Mozambique,AF,Africa,7/27/2022,IBO,Guglielmo Lerer,On Time
93511,Madge,Onge,Female,16,Russia,Moreton Airport,AU,Australia,OC,Oceania,8/12/2022,MET,Madge Onge,Cancelled
92400,Lynn,Hassard,Male,19,Thailand,Ruby Airport,US,United States,NAM,North America,12/23/2022,RBY,Lynn Hassard,On Time
83332,Shoshanna,Kamiyama,Female,67,Portugal,Graciosa Airport,PT,Portugal,EU,Europe,9/11/2022,GRW,Shoshanna Kamiyama,On Time
53062,Kenn,Sheber,Male,68,Libya,Whitsunday Island Airport,AU,Australia,OC,Oceania,10/21/2022,WSY,Kenn Sheber,On Time
88299,Garrek,Brookton,Male,16,Thailand,Coleman Municipal Airport,US,United States,NAM,North America,4/26/2022,COM,Garrek Brookton,On Time
86857,Angy,Buckett,Female,33,Indonesia,Jutigalpa airport,HN,Honduras,NAM,North America,10/21/2022,JUT,Angy Buckett,Cancelled
25256,Gabey,Rushbrooke,Female,8,France,Chuuk International Airport,FM,"Micronesia, Federated States of",OC,Oceania,11/9/2022,TKK,Gabey Rushbrooke,Delayed
98316,Fifine,Rillstone,Female,56,United States,Lekhwair Airport,OM,Oman,AS,Asia,2/21/2022,LKW,Fifine Rillstone,Cancelled
86180,Drusy,Coulthard,Female,69,Kiribati,Ramstein Air Base,DE,Germany,EU,Europe,2/21/2022,RMS,Drusy Coulthard,On Time
70428,Georgetta,Mayor,Female,53,Japan,Takhli Airport,TH,Thailand,AS,Asia,6/15/2022,TKH,Georgetta Mayor,Cancelled
71834,Cassie,Echelle,Female,13,China,Carson Airport,US,United States,NAM,North America,10/6/2022,CSN,Cassie Echelle,On Time
69841,Fonz,Bonafant,Male,75,Poland,Cincinnati Municipal Airport Lunken Field,US,United States,NAM,North America,3/16/2022,LUK,Fonz Bonafant,On Time
88637,Tomasine,Diehn,Female,51,China,Masalembo Airport,ID,Indonesia,AS,Asia,6/16/2022,MSI,Tomasine Diehn,Delayed
54684,Sawyere,Danis,Male,26,South Africa,Bartica A Airport,GY,Guyana,SAM,South America,6/21/2022,GFO,Sawyere Danis,Cancelled
20601,Ellery,Walthew,Male,66,France,Cartierville Airport,CA,Canada,NAM,North America,8/15/2022,YCV,Ellery Walthew,Cancelled
20903,Hirsch,Flook,Male,89,Indonesia,Portland International Airport,US,United States,NAM,North America,6/30/2022,PDX,Hirsch Flook,On Time
58872,Katti,Gotts,Female,51,Ukraine,Estevan Airport,CA,Canada,NAM,North America,1/17/2022,YEN,Katti Gotts,On Time
61128,Henry,Goodluck,Male,35,Ethiopia,Kamusi Airport,PG,Papua New Guinea,OC,Oceania,5/4/2022,KUY,Henry Goodluck,Cancelled
68590,Ettore,Housiaux,Male,20,Mongolia,Zweibrücken Airport,DE,Germany,EU,Europe,1/5/2022,ZQW,Ettore Housiaux,Delayed
85070,Chaim,Carvill,Male,19,Philippines,Bismarck Municipal Airport,US,United States,NAM,North America,5/12/2022,BIS,Chaim Carvill,Delayed
34740,Ulric,Suffield,Male,85,Greece,Iffley Airport,AU,Australia,OC,Oceania,4/4/2022,IFF,Ulric Suffield,On Time
71900,Jamill,Wadhams,Male,57,Indonesia,Mejit Atoll Airport,MH,Marshall Islands,OC,Oceania,1/13/2022,MJB,Jamill Wadhams,Delayed
56697,Brandais,Maccaig,Female,37,Indonesia,Sodankyla Airport,FI,Finland,EU,Europe,3/27/2022,SOT,Brandais Maccaig,On Time
29135,Jessamyn,Dulin,Female,12,China,Hudiksvall Airport,SE,Sweden,EU,Europe,10/16/2022,HUV,Jessamyn Dulin,Delayed
94875,Lief,Messingham,Male,82,Ukraine,Great Harbour Cay Airport,BS,Bahamas,NAM,North America,11/21/2022,GHC,Lief Messingham,On Time
59363,Nicol,Levane,Male,47,Norway,Stanthorpe Airport,AU,Australia,OC,Oceania,9/24/2022,SNH,Nicol Levane,Delayed
18320,Ebba,Thursby,Female,90,Argentina,Tippi Airport,ET,Ethiopia,AF,Africa,6/23/2022,TIE,Ebba Thursby,Delayed
80614,Erl,Engeham,Male,70,Brazil,Ruston Regional Airport,US,United States,NAM,North America,4/5/2022,RSN,Erl Engeham,Delayed
11506,Roma,Lux,Male,56,Tanzania,Port Williams Seaplane Base,US,United States,NAM,North America,5/17/2022,KPR,Roma Lux,Cancelled
29928,Ebony,Perfitt,Female,16,Japan,Grajaú Airport,BR,Brazil,SAM,South America,4/15/2022,0,Ebony Perfitt,Delayed
86693,Minda,Skurray,Female,56,Norway,Sharana Airstrip,AF,Afghanistan,AS,Asia,4/6/2022,OAS,Minda Skurray,Cancelled
85546,Wynny,Foystone,Female,30,Russia,RAF Benson,GB,United Kingdom,EU,Europe,1/26/2022,BEX,Wynny Foystone,Delayed
52649,Orville,Karolowski,Male,64,Argentina,Nadzab Airport,PG,Papua New Guinea,OC,Oceania,11/29/2022,LAE,Orville Karolowski,Delayed
62263,Jordon,Sallowaye,Male,43,Sri Lanka,Aneityum Airport,VU,Vanuatu,OC,Oceania,9/30/2022,AUY,Jordon Sallowaye,Cancelled
65285,Bartolemo,McGowran,Male,29,Indonesia,John H Batten Airport,US,United States,NAM,North America,8/29/2022,RAC,Bartolemo McGowran,Cancelled
16319,Haze,Shapiro,Male,12,Philippines,Henderson Field,UM,United States Minor Outlying Islands,OC,Oceania,2/6/2022,MDY,Haze Shapiro,Cancelled
39513,Damaris,Lavens,Female,73,Portugal,Alfredo Vásquez Cobo International Airport,CO,Colombia,SAM,South America,7/12/2022,LET,Damaris Lavens,On Time
90448,Yevette,Coare,Female,74,Madagascar,Massawa International Airport,ER,Eritrea,AF,Africa,8/23/2022,MSW,Yevette Coare,On Time
56243,Godfry,Russell,Male,59,Indonesia,Beira Airport,MZ,Mozambique,AF,Africa,9/19/2022,BEW,Godfry Russell,Cancelled
94206,Branden,Froom,Male,79,China,Kon Airport,TL,Timor-Leste,AS,Asia,6/10/2022,KCI,Branden Froom,Delayed
63577,Hildegaard,Grimsdike,Female,46,Russia,Biaugunu Airport,FJ,Fiji,OC,Oceania,3/14/2022,AQS,Hildegaard Grimsdike,Delayed
54329,Neall,Beccero,Male,51,Greece,Wrotham Park Airport,AU,Australia,OC,Oceania,2/24/2022,WPK,Neall Beccero,Cancelled
13736,Harriett,Nore,Female,53,Japan,Harriet Alexander Field,US,United States,NAM,North America,12/17/2022,SLT,Harriett Nore,Delayed
49416,Winny,Delgadillo,Male,24,Peru,Ubari Airport,LY,Libya,AF,Africa,5/25/2022,QUB,Winny Delgadillo,Cancelled
86268,Hasheem,Mabee,Male,90,Indonesia,CFB Cold Lake,CA,Canada,NAM,North America,4/28/2022,YOD,Hasheem Mabee,On Time
17965,Germana,McAllan,Female,70,Ecuador,Tibú Airport,CO,Colombia,SAM,South America,9/7/2022,TIB,Germana McAllan,Cancelled
28210,Reuven,Kilpin,Male,30,China,Chachoán Airport,EC,Ecuador,SAM,South America,11/6/2022,ATF,Reuven Kilpin,Cancelled
81048,Leann,Pyrke,Female,34,Namibia,EMBRAER - Unidade Gavião Peixoto Airport,BR,Brazil,SAM,South America,7/10/2022,0,Leann Pyrke,Cancelled
65184,Rossy,Frewer,Male,17,Ukraine,Manitoulin East Municipal Airport,CA,Canada,NAM,North America,3/4/2022,YEM,Rossy Frewer,Delayed
61123,Ernesto,Fort,Male,46,Philippines,Syukuran Aminuddin Amir Airport,ID,Indonesia,AS,Asia,9/6/2022,LUW,Ernesto Fort,On Time
92100,Chloris,Frankiewicz,Female,56,Argentina,"Châteauroux-Dols ""Marcel Dassault"" Airport",FR,France,EU,Europe,1/13/2022,CHR,Chloris Frankiewicz,On Time
44031,Leonore,Ruvel,Female,14,South Africa,Smara Airport,EH,Western Sahara,AF,Africa,12/19/2022,SMW,Leonore Ruvel,Delayed
29945,Quintus,Curnok,Male,90,Indonesia,Busselton Regional Airport,AU,Australia,OC,Oceania,11/20/2022,BQB,Quintus Curnok,On Time
59814,Alva,Sellen,Male,51,Indonesia,Namsos Høknesøra Airport,NO,Norway,EU,Europe,4/1/2022,OSY,Alva Sellen,Delayed
65068,Jorey,Winslett,Female,73,Malaysia,Michigan City Municipal Airport,US,United States,NAM,North America,5/11/2022,MGC,Jorey Winslett,On Time
43172,Lenka,Dunbar,Female,11,China,Lord Howe Island Airport,AU,Australia,OC,Oceania,2/19/2022,LDH,Lenka Dunbar,Delayed
35838,Benton,Sinott,Male,66,Guatemala,Dedougou Airport,BF,Burkina Faso,AF,Africa,11/4/2022,DGU,Benton Sinott,On Time
20595,Selig,Mathwen,Male,85,Belarus,Melbourne Essendon Airport,AU,Australia,OC,Oceania,11/8/2022,MEB,Selig Mathwen,On Time
38864,Rosemarie,Burleigh,Female,9,Poland,Glasgow Municipal Airport,US,United States,NAM,North America,5/5/2022,GLW,Rosemarie Burleigh,On Time
54172,Bel,Muncer,Female,12,Indonesia,Manitouwadge Airport,CA,Canada,NAM,North America,8/9/2022,YMG,Bel Muncer,On Time
37966,Rock,Champkins,Male,15,Colombia,Chinggis Khaan International Airport,MN,Mongolia,AS,Asia,10/17/2022,ULN,Rock Champkins,Delayed
88741,Lothario,Ettles,Male,16,Estonia,Ceres Airport,BR,Brazil,SAM,South America,11/22/2022,0,Lothario Ettles,On Time
88939,Lazarus,Brimley,Male,70,Myanmar,Greater Kankakee Airport,US,United States,NAM,North America,1/17/2022,IKK,Lazarus Brimley,On Time
16238,Vinny,Ipwell,Male,44,Kazakhstan,Kerema Airport,PG,Papua New Guinea,OC,Oceania,12/1/2022,KMA,Vinny Ipwell,On Time
20886,Britta,Wavish,Female,42,Nicaragua,Tofino Harbour Seaplane Base,CA,Canada,NAM,North America,4/30/2022,YTP,Britta Wavish,Cancelled
77623,Andris,Overstone,Male,49,Philippines,Cincinnati Northern Kentucky International Airport,US,United States,NAM,North America,6/18/2022,CVG,Andris Overstone,On Time
88107,Abagail,Patman,Female,42,Indonesia,Læsø Airport,DK,Denmark,EU,Europe,12/15/2022,BYR,Abagail Patman,On Time
89747,Nancy,Mountfort,Female,79,Serbia,Sedalia Memorial Airport,US,United States,NAM,North America,4/28/2022,DMO,Nancy Mountfort,On Time
97496,Josselyn,Lomb,Female,85,China,Rajiv Gandhi International Airport,IN,India,AS,Asia,7/11/2022,HYD,Josselyn Lomb,Cancelled
41960,Joell,Winchurch,Female,17,China,Thumrait Air Base,OM,Oman,AS,Asia,1/3/2022,TTH,Joell Winchurch,Cancelled
81571,Salvador,Labbati,Male,25,China,Zhongwei Shapotou Airport,CN,China,AS,Asia,5/12/2022,ZHY,Salvador Labbati,Cancelled
38307,Waylen,Mushett,Male,68,Nigeria,Muskrat Dam Airport,CA,Canada,NAM,North America,10/9/2022,MSA,Waylen Mushett,Delayed
87416,Langsdon,Lowne,Male,64,Thailand,Sissano Airport,PG,Papua New Guinea,OC,Oceania,12/22/2022,SIZ,Langsdon Lowne,On Time
84214,Randee,Hutchin,Female,23,Indonesia,Sri Guru Ram Dass Jee International Airport,IN,India,AS,Asia,12/15/2022,ATQ,Randee Hutchin,Cancelled
61640,Ludovika,Oultram,Female,71,United States,Osmany International Airport,BD,Bangladesh,AS,Asia,12/9/2022,ZYL,Ludovika Oultram,Delayed
69085,Wat,Giorgio,Male,11,Argentina,Moree Airport,AU,Australia,OC,Oceania,4/17/2022,MRZ,Wat Giorgio,On Time
48053,Henry,Diable,Male,20,Georgia,Yotvata Airfield,IL,Israel,AS,Asia,5/22/2022,YOT,Henry Diable,On Time
37069,Eric,Goretti,Male,4,France,Taisha Airport,EC,Ecuador,SAM,South America,11/21/2022,TSC,Eric Goretti,On Time
37673,Tome,Bohills,Male,6,Colombia,Reims-Champagne (BA 112) Air Base,FR,France,EU,Europe,5/13/2022,RHE,Tome Bohills,On Time
32873,Garrik,Ricoald,Male,76,Poland,Aswan International Airport,EG,Egypt,AF,Africa,12/27/2022,ASW,Garrik Ricoald,Delayed
24660,Ardyce,Calendar,Female,10,Russia,Gage Airport,US,United States,NAM,North America,6/12/2022,GAG,Ardyce Calendar,Delayed
97725,Judie,Street,Female,52,Canada,Tikchik Lodge Seaplane Base,US,United States,NAM,North America,9/19/2022,KTH,Judie Street,On Time
39931,Marysa,Lynch,Female,28,Philippines,Brest Airport,BY,Belarus,EU,Europe,2/3/2022,BQT,Marysa Lynch,Delayed
69622,Matthias,Overill,Male,53,Indonesia,San Miguel Airport,PA,Panama,NAM,North America,3/24/2022,NMG,Matthias Overill,Cancelled
26656,Rey,Ginn,Female,59,Russia,Ponta do Ouro Airport,MZ,Mozambique,AF,Africa,8/25/2022,PDD,Rey Ginn,Cancelled
87357,Claresta,Hensmans,Female,3,United States,Perryville Airport,US,United States,NAM,North America,4/14/2022,KPV,Claresta Hensmans,On Time
87395,Chrissie,Rathke,Male,17,Iran,Marmul Airport,OM,Oman,AS,Asia,2/11/2022,OMM,Chrissie Rathke,Delayed
79379,Welsh,Joinson,Male,24,Portugal,Magnitogorsk International Airport,RU,Russian Federation,EU,Europe,7/14/2022,MQF,Welsh Joinson,On Time
28679,Tudor,Sawforde,Male,59,Brazil,Turkmenabat Airport,TM,Turkmenistan,AS,Asia,4/28/2022,CRZ,Tudor Sawforde,On Time
67936,Theodore,Stratton,Male,32,Serbia,Holy Cross Airport,US,United States,NAM,North America,10/30/2022,HCR,Theodore Stratton,On Time
72616,Faun,Dodshon,Female,45,Indonesia,Deauville-Saint-Gatien Airport,FR,France,EU,Europe,7/29/2022,DOL,Faun Dodshon,Cancelled
28410,Clio,Mergue,Female,65,Spain,Allen C Perkinson Blackstone Army Air Field,US,United States,NAM,North America,6/9/2022,BKT,Clio Mergue,Delayed
32109,Eachelle,Eglese,Female,17,Guatemala,Campo Fontenelle Airport,BR,Brazil,SAM,South America,10/18/2022,QPS,Eachelle Eglese,Cancelled
57667,Melvyn,Broxup,Male,86,China,Show Low Regional Airport,US,United States,NAM,North America,12/17/2022,SOW,Melvyn Broxup,Cancelled
82441,Carin,Selwood,Female,85,Czech Republic,Kuito Airport,AO,Angola,AF,Africa,11/13/2022,SVP,Carin Selwood,Cancelled
40397,Isa,Anthill,Female,84,Portugal,Juneau International Airport,US,United States,NAM,North America,11/14/2022,JNU,Isa Anthill,Cancelled
11734,Kat,Francescone,Female,8,Philippines,Glacier Creek Airport,US,United States,NAM,North America,10/17/2022,KGZ,Kat Francescone,On Time
28235,Bertie,Gitthouse,Female,27,Poland,Minot International Airport,US,United States,NAM,North America,1/4/2022,MOT,Bertie Gitthouse,Cancelled
14961,Evin,Lamers,Male,6,Afghanistan,El Alamein International Airport,EG,Egypt,AF,Africa,1/24/2022,DBB,Evin Lamers,Cancelled
29678,Berny,Ubee,Female,30,South Korea,Walgett Airport,AU,Australia,OC,Oceania,4/8/2022,WGE,Berny Ubee,Delayed
67886,Walsh,Currier,Male,4,New Zealand,Anthony Lagoon Airport,AU,Australia,OC,Oceania,5/18/2022,AYL,Walsh Currier,Delayed
61679,Marve,Ranner,Male,37,Pakistan,Allah Valley Airport,PH,Philippines,AS,Asia,1/4/2022,AAV,Marve Ranner,On Time
76564,Hansiain,Genike,Male,46,Canada,Limoges Airport,FR,France,EU,Europe,10/27/2022,LIG,Hansiain Genike,On Time
11111,Kariotta,Tersay,Female,59,Portugal,Ononge Airport,PG,Papua New Guinea,OC,Oceania,10/26/2022,ONB,Kariotta Tersay,Cancelled
82853,Vivie,Ameer-Beg,Female,67,Portugal,Dillant Hopkins Airport,US,United States,NAM,North America,9/25/2022,EEN,Vivie Ameer-Beg,Cancelled
75252,Gerri,Dibbe,Female,65,China,El Dorado Airport,VE,"Venezuela, Bolivarian Republic of",SAM,South America,8/14/2022,EOR,Gerri Dibbe,On Time
59215,Damian,Garnsey,Male,43,Ukraine,Buka Airport,PG,Papua New Guinea,OC,Oceania,8/2/2022,BUA,Damian Garnsey,Cancelled
13779,Dick,Cattonnet,Male,89,Indonesia,Gaoua Airport,BF,Burkina Faso,AF,Africa,8/12/2022,XGA,Dick Cattonnet,Cancelled
81901,Evania,Freen,Female,5,Guam,Hugo Cantergiani Regional Airport,BR,Brazil,SAM,South America,6/7/2022,CXJ,Evania Freen,On Time
75132,Bram,Thorneywork,Male,79,Netherlands,Prince Rupert Airport,CA,Canada,NAM,North America,9/11/2022,YPR,Bram Thorneywork,Cancelled
37652,Levy,Walrond,Male,48,Costa Rica,Trent Lott International Airport,US,United States,NAM,North America,12/24/2022,PGL,Levy Walrond,Delayed
59175,Netti,Burtt,Female,47,Tanzania,Wewak International Airport,PG,Papua New Guinea,OC,Oceania,4/9/2022,WWK,Netti Burtt,On Time
56448,Caleb,Crumbleholme,Male,34,United States,L'Esprance Airport,MF,Saint Martin (French part),NAM,North America,8/22/2022,SFG,Caleb Crumbleholme,Cancelled
79612,Annnora,Raywood,Female,66,China,Santa Maria da Vitória Airport,BR,Brazil,SAM,South America,5/6/2022,0,Annnora Raywood,Delayed
33823,Farlay,Cast,Male,38,China,Sierra Maestra Airport,CU,Cuba,NAM,North America,6/10/2022,MZO,Farlay Cast,On Time
45933,Jaquith,Hudless,Female,50,Indonesia,Yeosu Airport,KR,"Korea, Republic of",AS,Asia,6/7/2022,RSU,Jaquith Hudless,Cancelled
57338,Otha,Ainge,Female,59,Philippines,Mitchell Municipal Airport,US,United States,NAM,North America,5/2/2022,MHE,Otha Ainge,Delayed
13716,Rollo,Simnor,Male,64,Russia,Rupsi India Airport,IN,India,AS,Asia,6/7/2022,RUP,Rollo Simnor,Delayed
71256,Meredith,Jaffra,Male,12,Mexico,Gray Army Air Field,US,United States,NAM,North America,1/4/2022,GRF,Meredith Jaffra,Cancelled
98608,Florenza,Trotton,Female,85,France,Yasser Arafat International Airport,PS,"Palestine, State of",AS,Asia,6/26/2022,GZA,Florenza Trotton,Cancelled
70957,Barney,Vasechkin,Male,48,Russia,Zabr Airport,BF,Burkina Faso,AF,Africa,3/11/2022,XZA,Barney Vasechkin,On Time
80787,Maude,Paternoster,Female,70,Indonesia,Zagreb Airport,HR,Croatia,EU,Europe,3/26/2022,ZAG,Maude Paternoster,Cancelled
43088,Mario,Maseyk,Male,79,Bangladesh,Ouzinkie Airport,US,United States,NAM,North America,2/4/2022,KOZ,Mario Maseyk,On Time
18149,Anastassia,Slaney,Female,25,China,Jefferson City Memorial Airport,US,United States,NAM,North America,10/9/2022,JEF,Anastassia Slaney,On Time
43204,Gallagher,McFarlan,Male,70,Russia,Castres-Mazamet Airport,FR,France,EU,Europe,7/11/2022,DCM,Gallagher McFarlan,Cancelled
31936,Drew,Mingard,Male,56,Philippines,ÁEEre ÁEEstersund Airport,SE,Sweden,EU,Europe,10/2/2022,OSD,Drew Mingard,Cancelled
83439,Van,Payle,Male,8,Sierra Leone,Shakiso Airport,ET,Ethiopia,AF,Africa,5/3/2022,SKR,Van Payle,Cancelled
40454,Beltran,Kinforth,Male,74,China,Nicosia International Airport,CY,Cyprus,AS,Asia,2/2/2022,NIC,Beltran Kinforth,Cancelled
66105,Chrystal,Ancell,Female,33,Indonesia,Norsup Airport,VU,Vanuatu,OC,Oceania,7/11/2022,NUS,Chrystal Ancell,Delayed
11599,Jephthah,Martynikhin,Male,17,France,Funafuti International Airport,TV,Tuvalu,OC,Oceania,1/14/2022,FUN,Jephthah Martynikhin,Delayed
47298,Kelcey,Bentley,Female,87,China,Dr. Babasaheb Ambedkar International Airport,IN,India,AS,Asia,11/9/2022,NAG,Kelcey Bentley,Cancelled
29967,Berthe,Duferie,Female,60,China,Mariánsk LáznāEE Airport,CZ,Czechia,EU,Europe,12/22/2022,MKA,Berthe Duferie,Delayed
76006,Rhea,Minett,Female,43,Brazil,Igiugig Airport,US,United States,NAM,North America,10/24/2022,IGG,Rhea Minett,On Time
18420,Yance,Sorton,Male,85,Czech Republic,Honinabi Airport,PG,Papua New Guinea,OC,Oceania,11/27/2022,HNN,Yance Sorton,Cancelled
77572,Hannis,Roycraft,Female,57,Czech Republic,Ouahigouya Airport,BF,Burkina Faso,AF,Africa,5/2/2022,OUG,Hannis Roycraft,On Time
27119,Delphinia,Cargill,Female,60,Pakistan,Nana Airport,SB,Solomon Islands,OC,Oceania,1/25/2022,NAZ,Delphinia Cargill,On Time
64130,Wendeline,Anstee,Female,75,Portugal,Nejran Airport,SA,Saudi Arabia,AS,Asia,2/19/2022,EAM,Wendeline Anstee,On Time
27808,Merwyn,Stamps,Male,1,Brazil,New York Skyports Inc Seaplane Base,US,United States,NAM,North America,4/6/2022,QNY,Merwyn Stamps,Delayed
42770,Winslow,McMorland,Male,11,Mongolia,Lahti Vesivehmaa Airport,FI,Finland,EU,Europe,5/3/2022,QLF,Winslow McMorland,Delayed
24303,Pavel,Leveritt,Male,8,Indonesia,Berbrati Airport,CF,Central African Republic,AF,Africa,1/30/2022,BBT,Pavel Leveritt,Cancelled
22725,Enrichetta,Zorener,Female,33,Portugal,Swan River Airport,CA,Canada,NAM,North America,8/8/2022,ZJN,Enrichetta Zorener,Cancelled
31315,Brana,Fellgett,Female,58,Russia,Kneeland Airport,US,United States,NAM,North America,8/13/2022,NLN,Brana Fellgett,Cancelled
73303,Gaylene,Savage,Female,79,Czech Republic,Kryvyi Rih International Airport,UA,Ukraine,EU,Europe,12/18/2022,KWG,Gaylene Savage,Cancelled
39035,Inger,Gyorgy,Female,64,Russia,Barter Island LRRS Airport,US,United States,NAM,North America,5/21/2022,BTI,Inger Gyorgy,Delayed
50719,Wylma,Booi,Female,43,France,Nauru International Airport,NR,Nauru,OC,Oceania,12/23/2022,INU,Wylma Booi,Cancelled
66352,Mattheus,Shergold,Male,33,Indonesia,Minchumina Airport,US,United States,NAM,North America,8/11/2022,LMA,Mattheus Shergold,Cancelled
88625,Ag,Bysh,Female,77,Palau,Fukui Airport,JP,Japan,AS,Asia,9/16/2022,FKJ,Ag Bysh,On Time
73645,Kippar,Gollard,Male,62,Japan,Aurukun Airport,AU,Australia,OC,Oceania,7/16/2022,AUU,Kippar Gollard,On Time
92288,Abigale,Joseland,Female,70,Russia,Flotta Isle Airport,GB,United Kingdom,EU,Europe,12/17/2022,FLH,Abigale Joseland,Delayed
55583,Agatha,Brampton,Female,13,Burkina Faso,Spangdahlem Air Base,DE,Germany,EU,Europe,5/26/2022,SPM,Agatha Brampton,On Time
19274,Lacey,Aslott,Female,66,Indonesia,Dillon County Airport,US,United States,NAM,North America,9/30/2022,DLL,Lacey Aslott,On Time
42679,Orlan,Kendell,Male,45,Indonesia,Middlemount Airport,AU,Australia,OC,Oceania,5/14/2022,MMM,Orlan Kendell,Cancelled
41013,Abeu,Cohani,Male,18,Morocco,Visby Airport,SE,Sweden,EU,Europe,11/26/2022,VBY,Abeu Cohani,Delayed
12459,Merl,Mearing,Female,4,Indonesia,Hollis Clark Bay Seaplane Base,US,United States,NAM,North America,1/20/2022,HYL,Merl Mearing,Delayed
97759,Benedetta,Cassels,Female,23,Portugal,Mt. Fuji Shizuoka Airport,JP,Japan,AS,Asia,10/7/2022,FSZ,Benedetta Cassels,Delayed
58404,Gael,Nisius,Female,13,South Africa,Wapekeka Airport,CA,Canada,NAM,North America,7/7/2022,YAX,Gael Nisius,Cancelled
47673,Caresa,Brocket,Female,32,Angola,Diamantina Airport,BR,Brazil,SAM,South America,7/1/2022,DTI,Caresa Brocket,Delayed
10989,Rowan,Andreoletti,Male,42,China,Lanzhou Zhongchuan Airport,CN,China,AS,Asia,12/23/2022,LHW,Rowan Andreoletti,Delayed
79321,Wenda,Brenard,Female,1,Thailand,Walaha Airport,VU,Vanuatu,OC,Oceania,11/19/2022,WLH,Wenda Brenard,Delayed
85797,Ebonee,Windus,Female,86,Armenia,Bar River Airport,CA,Canada,NAM,North America,5/6/2022,YEB,Ebonee Windus,Delayed
38647,Ladonna,Camelin,Female,33,Vietnam,Diego Aracena Airport,CL,Chile,SAM,South America,11/5/2022,IQQ,Ladonna Camelin,Delayed
98762,Keen,Cleere,Male,85,Serbia,Leeuwarden Air Base,NL,Netherlands,EU,Europe,6/25/2022,LWR,Keen Cleere,Cancelled
28682,Man,Longmate,Male,76,Poland,Sohar Airport,OM,Oman,AS,Asia,3/29/2022,OHS,Man Longmate,Cancelled
20149,Zitella,List,Female,56,Russia,San Luis Río Colorado Airport,MX,Mexico,NAM,North America,7/23/2022,UAC,Zitella List,Delayed
30701,Shea,Le Grice,Male,15,Austria,Belfast International Airport,GB,United Kingdom,EU,Europe,6/29/2022,BFS,Shea Le Grice,Cancelled
30917,Vite,Sharper,Male,72,Nepal,Xilinhot Airport,CN,China,AS,Asia,8/5/2022,XIL,Vite Sharper,Delayed
42451,Catherin,Dorsett,Female,70,Ukraine,Awang Airport,PH,Philippines,AS,Asia,11/1/2022,CBO,Catherin Dorsett,Delayed
48583,Lona,Finn,Female,82,Netherlands,V.C. Bird International Airport,AG,Antigua and Barbuda,NAM,North America,7/15/2022,ANU,Lona Finn,On Time
86859,Sunny,Coddington,Female,24,Peru,Port Hardy Airport,CA,Canada,NAM,North America,9/22/2022,YZT,Sunny Coddington,On Time
